date,spr_kbbl
2009-06-26,723419
2009-07-03,723418
2009-07-10,724098
2009-07-17,724097
2009-07-24,724096
2009-07-31,724096
2009-08-07,724094
2009-08-14,724093
2009-08-21,724093
2009-08-28,724092
2009-09-04,724092
2009-09-11,724591
2009-09-18,725089
2009-09-25,725087
2009-10-02,725086
2009-10-09,725086
2009-10-16,725084
2009-10-23,725082
2009-10-30,725082
2009-11-06,725081
2009-11-13,725081
2009-11-20,725080
2009-11-27,725603
2009-12-04,726129
2009-12-11,726129
2009-12-18,726128
2009-12-25,726127
2010-01-01,726617
2010-01-08,726616
2010-01-15,726616
2010-01-22,726615
2010-01-29,726615
2010-02-05,726612
2010-02-12,726612
2010-02-19,726612
2010-02-26,726610
2010-03-05,726608
2010-03-12,726608
2010-03-19,726607
2010-03-26,726607
2010-04-02,726606
2010-04-09,726604
2010-04-16,726602
2010-04-23,726601
2010-04-30,726601
2010-05-07,726599
2010-05-14,726597
2010-05-21,726597
2010-05-28,726595
2010-06-04,726595
2010-06-11,726594
2010-06-18,726594
2010-06-25,726592
2010-07-02,726591
2010-07-09,726591
2010-07-16,726591
2010-07-23,726589
2010-07-30,726589
2010-08-06,726586
2010-08-13,726586
2010-08-20,726584
2010-08-27,726583
2010-09-03,726581
2010-09-10,726581
2010-09-17,726177
2010-09-24,726350
2010-10-01,726350
2010-10-08,726513
2010-10-15,726511
2010-10-22,726552
2010-10-29,726552
2010-11-05,726550
2010-11-12,726550
2010-11-19,726549
2010-11-26,726548
2010-12-03,726548
2010-12-10,726548
2010-12-17,726546
2010-12-24,726546
2010-12-31,726546
2011-01-07,726545
2011-01-14,726544
2011-01-21,726544
2011-01-28,726544
2011-02-04,726544
2011-02-11,726543
2011-02-18,726543
2011-02-25,726543
2011-03-04,726542
2011-03-11,726542
2011-03-18,726542
2011-03-25,726542
2011-04-01,726542
2011-04-08,726542
2011-04-15,726542
2011-04-22,726542
2011-04-29,726542
2011-05-06,726542
2011-05-13,726542
2011-05-20,726542
2011-05-27,726542
2011-06-03,726542
2011-06-10,726542
2011-06-17,726531
2011-06-24,726531
2011-07-01,726531
2011-07-08,726531
2011-07-15,726531
2011-07-22,724263
2011-07-29,719761
2011-08-05,717267
2011-08-12,711353
2011-08-19,706551
2011-08-26,701825
2011-09-02,696939
2011-09-09,695939
2011-09-16,695939
2011-09-23,695953
2011-09-30,695953
2011-10-07,695956
2011-10-14,695951
2011-10-21,695951
2011-10-28,695951
2011-11-04,695951
2011-11-11,695950
2011-11-18,695951
2011-11-25,695951
2011-12-02,695951
2011-12-09,695951
2011-12-16,695951
2011-12-23,695951
2011-12-30,695951
2012-01-06,695951
2012-01-13,695951
2012-01-20,695951
2012-01-27,695951
2012-02-03,695951
2012-02-10,695951
2012-02-17,695951
2012-02-24,695951
2012-03-02,695951
2012-03-09,695951
2012-03-16,695951
2012-03-23,695951
2012-03-30,695951
2012-04-06,695951
2012-04-13,695951
2012-04-20,695951
2012-04-27,695951
2012-05-04,695951
2012-05-11,695951
2012-05-18,695951
2012-05-25,695951
2012-06-01,695951
2012-06-08,695951
2012-06-15,695951
2012-06-22,695951
2012-06-29,695951
2012-07-06,695951
2012-07-13,695951
2012-07-20,695951
2012-07-27,695950
2012-08-03,695950
2012-08-10,695950
2012-08-17,695950
2012-08-24,695950
2012-08-31,695950
2012-09-07,694950
2012-09-14,694952
2012-09-21,694952
2012-09-28,694952
2012-10-05,694952
2012-10-12,694952
2012-10-19,694952
2012-10-26,694952
2012-11-02,694952
2012-11-09,694952
2012-11-16,694952
2012-11-23,694952
2012-11-30,694952
2012-12-07,694952
2012-12-14,694952
2012-12-21,694952
2012-12-28,694952
2013-01-04,694952
2013-01-11,695267
2013-01-18,695267
2013-01-25,695460
2013-02-01,695807
2013-02-08,695969
2013-02-15,695969
2013-02-22,695969
2013-03-01,695969
2013-03-08,695969
2013-03-15,695969
2013-03-22,695969
2013-03-29,695969
2013-04-05,695969
2013-04-12,695969
2013-04-19,695969
2013-04-26,695969
2013-05-03,695969
2013-05-10,695969
2013-05-17,695969
2013-05-24,695969
2013-05-31,695969
2013-06-07,695969
2013-06-14,695969
2013-06-21,695969
2013-06-28,695969
2013-07-05,695969
2013-07-12,695969
2013-07-19,695969
2013-07-26,695969
2013-08-02,695969
2013-08-09,695969
2013-08-16,695969
2013-08-23,695969
2013-08-30,695969
2013-09-06,695969
2013-09-13,695969
2013-09-20,695969
2013-09-27,695969
2013-10-04,695969
2013-10-11,695969
2013-10-18,695969
2013-10-25,695969
2013-11-01,695969
2013-11-08,695969
2013-11-15,695969
2013-11-22,695969
2013-11-29,695969
2013-12-06,695969
2013-12-13,695969
2013-12-20,695969
2013-12-27,695969
2014-01-03,695969
2014-01-10,695969
2014-01-17,695969
2014-01-24,695969
2014-01-31,695969
2014-02-07,695969
2014-02-14,695969
2014-02-21,695969
2014-02-28,695969
2014-03-07,695969
2014-03-14,695969
2014-03-21,695969
2014-03-28,695969
2014-04-04,695729
2014-04-11,695106
2014-04-18,694568
2014-04-25,693613
2014-05-02,692864
2014-05-09,691520
2014-05-16,690971
2014-05-23,690971
2014-05-30,690971
2014-06-06,690971
2014-06-13,690972
2014-06-20,690972
2014-06-27,690972
2014-07-04,690972
2014-07-11,690972
2014-07-18,690972
2014-07-25,690972
2014-08-01,690972
2014-08-08,690972
2014-08-15,690972
2014-08-22,690972
2014-08-29,690972
2014-09-05,690972
2014-09-12,690972
2014-09-19,690972
2014-09-26,690970
2014-10-03,690969
2014-10-10,690968
2014-10-17,690968
2014-10-24,690967
2014-10-31,690967
2014-11-07,690966
2014-11-14,690966
2014-11-21,690966
2014-11-28,690965
2014-12-05,690963
2014-12-12,690963
2014-12-19,690963
2014-12-26,690963
2015-01-02,690961
2015-01-09,690959
2015-01-16,690958
2015-01-23,690957
2015-01-30,690957
2015-02-06,690956
2015-02-13,690955
2015-02-20,690955
2015-02-27,690955
2015-03-06,690953
2015-03-13,690953
2015-03-20,690952
2015-03-27,690952
2015-04-03,690952
2015-04-10,690950
2015-04-17,690950
2015-04-24,690948
2015-05-01,690948
2015-05-08,690947
2015-05-15,691260
2015-05-22,691847
2015-05-29,692346
2015-06-05,692345
2015-06-12,692944
2015-06-19,693294
2015-06-26,693692
2015-07-03,694223
2015-07-10,694622
2015-07-17,695135
2015-07-24,695134
2015-07-31,695134
2015-08-07,695134
2015-08-14,695133
2015-08-21,695133
2015-08-28,695133
2015-09-04,695130
2015-09-11,695130
2015-09-18,695130
2015-09-25,695128
2015-10-02,695128
2015-10-09,695128
2015-10-16,695127
2015-10-23,695127
2015-10-30,695127
2015-11-06,695126
2015-11-13,695126
2015-11-20,695125
2015-11-27,695125
2015-12-04,695123
2015-12-11,695123
2015-12-18,695123
2015-12-25,695120
2016-01-01,695120
2016-01-08,695119
2016-01-15,695118
2016-01-22,695118
2016-01-29,695117
2016-02-05,695116
2016-02-12,695116
2016-02-19,695115
2016-02-26,695115
2016-03-04,695112
2016-03-11,695114
2016-03-18,695114
2016-03-25,695112
2016-04-01,695112
2016-04-08,695112
2016-04-15,695112
2016-04-22,695111
2016-04-29,695108
2016-05-06,695107
2016-05-13,695107
2016-05-20,695106
2016-05-27,695106
2016-06-03,695104
2016-06-10,695104
2016-06-17,695104
2016-06-24,695104
2016-07-01,695102
2016-07-08,695100
2016-07-15,695099
2016-07-22,695099
2016-07-29,695099
2016-08-05,695096
2016-08-12,695096
2016-08-19,695095
2016-08-26,695094
2016-09-02,695093
2016-09-09,695093
2016-09-16,695092
2016-09-23,695092
2016-09-30,695091
2016-10-07,695090
2016-10-14,695089
2016-10-21,695089
2016-10-28,695088
2016-11-04,695087
2016-11-11,695087
2016-11-18,695086
2016-11-25,695085
2016-12-02,695084
2016-12-09,695084
2016-12-16,695083
2016-12-23,695082
2016-12-30,695082
2017-01-06,695082
2017-01-13,695081
2017-01-20,695081
2017-01-27,695079
2017-02-03,695078
2017-02-10,695078
2017-02-17,695078
2017-02-24,695076
2017-03-03,694825
2017-03-10,694009
2017-03-17,693383
2017-03-24,692659
2017-03-31,692135
2017-04-07,691510
2017-04-14,691311
2017-04-21,690810
2017-04-28,689338
2017-05-05,688787
2017-05-12,688059
2017-05-19,687661
2017-05-26,686682
2017-06-02,685026
2017-06-09,684625
2017-06-16,683842
2017-06-23,682436
2017-06-30,682037
2017-07-07,678887
2017-07-14,678885
2017-07-21,678885
2017-07-28,678884
2017-08-04,678883
2017-08-11,678883
2017-08-18,678883
2017-08-25,678880
2017-09-01,678600
2017-09-08,677007
2017-09-15,675397
2017-09-22,674601
2017-09-29,673649
2017-10-06,672449
2017-10-13,671691
2017-10-20,671377
2017-10-27,670587
2017-11-03,669906
2017-11-10,669200
2017-11-17,667475
2017-11-24,665111
2017-12-01,662663
2017-12-08,662911
2017-12-15,663294
2017-12-22,663392
2017-12-29,663748
2018-01-05,663747
2018-01-12,664218
2018-01-19,664454
2018-01-26,664686
2018-02-02,665148
2018-02-09,665568
2018-02-16,664872
2018-02-23,665281
2018-03-02,665458
2018-03-09,665458
2018-03-16,665458
2018-03-23,665458
2018-03-30,665456
2018-04-06,665456
2018-04-13,665456
2018-04-20,664718
2018-04-27,664266
2018-05-04,663557
2018-05-11,662037
2018-05-18,661336
2018-05-25,660777
2018-06-01,660168
2018-06-08,660168
2018-06-15,660016
2018-06-22,660016
2018-06-29,660016
2018-07-06,660015
2018-07-13,660014
2018-07-20,660014
2018-07-27,660014
2018-08-03,660013
2018-08-10,660013
2018-08-17,660012
2018-08-24,660012
2018-08-31,660012
2018-09-07,660011
2018-09-14,660010
2018-09-21,660010
2018-09-28,660010
2018-10-05,658704
2018-10-12,657634
2018-10-19,656476
2018-10-26,654935
2018-11-02,654700
2018-11-09,653329
2018-11-16,652569
2018-11-23,650564
2018-11-30,649561
2018-12-07,649563
2018-12-14,649137
2018-12-21,649139
2018-12-28,649139
2019-01-04,649139
2019-01-11,649139
2019-01-18,649139
2019-01-25,649139
2019-02-01,649139
2019-02-08,649139
2019-02-15,649139
2019-02-22,649139
2019-03-01,649126
2019-03-08,649126
2019-03-15,649126
2019-03-22,649126
2019-03-29,649126
2019-04-05,649126
2019-04-12,649126
2019-04-19,649126
2019-04-26,648587
2019-05-03,647717
2019-05-10,645953
2019-05-17,644818
2019-05-24,644818
2019-05-31,644818
2019-06-07,644818
2019-06-14,644818
2019-06-21,644818
2019-06-28,644818
2019-07-05,644818
2019-07-12,644818
2019-07-19,644818
2019-07-26,644818
2019-08-02,644818
2019-08-09,644818
2019-08-16,644818
2019-08-23,644818
2019-08-30,644818
2019-09-06,644818
2019-09-13,644818
2019-09-20,644818
2019-09-27,644818
2019-10-04,644618
2019-10-11,643349
2019-10-18,642350
2019-10-25,641652
2019-11-01,640952
2019-11-08,639509
2019-11-15,637537
2019-11-22,636170
2019-11-29,635166
2019-12-06,634968
2019-12-13,634967
2019-12-20,634967
2019-12-27,634967
2020-01-03,634967
2020-01-10,634967
2020-01-17,634967
2020-01-24,634967
2020-01-31,634967
2020-02-07,634967
2020-02-14,634967
2020-02-21,634967
2020-02-28,634967
2020-03-06,634967
2020-03-13,634967
2020-03-20,634967
2020-03-27,634967
2020-04-03,634967
2020-04-10,634967
2020-04-17,634967
2020-04-24,636117
2020-05-01,637833
2020-05-08,639766
2020-05-15,641648
2020-05-22,643759
2020-05-29,647779
2020-06-05,649999
2020-06-12,651730
2020-06-19,653721
2020-06-26,655413
2020-07-03,656023
2020-07-10,656149
2020-07-17,656147
2020-07-24,656147
2020-07-31,656141
2020-08-07,653899
2020-08-14,651228
2020-08-21,649465
2020-08-28,648165
2020-09-04,647860
2020-09-11,645733
2020-09-18,644952
2020-09-25,643151
2020-10-02,642006
2020-10-09,640847
2020-10-16,640081
2020-10-23,639423
2020-10-30,639270
2020-11-06,638706
2020-11-13,638301
2020-11-20,638190
2020-11-27,638190
2020-12-04,638085
2020-12-11,638086
2020-12-18,638085
2020-12-25,638085
2021-01-01,638085
2021-01-08,638085
2021-01-15,638085
2021-01-22,638086
2021-01-29,638086
2021-02-05,637921
2021-02-12,637773
2021-02-19,637773
2021-02-26,637773
2021-03-05,637773
2021-03-12,637773
2021-03-19,637773
2021-03-26,637773
2021-04-02,637773
2021-04-09,636667
2021-04-16,635924
2021-04-23,634475
2021-04-30,633427
2021-05-07,632028
2021-05-14,630127
2021-05-21,628481
2021-05-28,627833
2021-06-04,626484
2021-06-11,625593
2021-06-18,623888
2021-06-25,622487
2021-07-02,621304
2021-07-09,621304
2021-07-16,621304
2021-07-23,621304
2021-07-30,621304
2021-08-06,621304
2021-08-13,621302
2021-08-20,621302
2021-08-27,621302
2021-09-03,621302
2021-09-10,620773
2021-09-17,619569
2021-09-24,618689
2021-10-01,617770
2021-10-08,616970
2021-10-15,615276
2021-10-22,614186
2021-10-29,612541
2021-11-05,609396
2021-11-12,606147
2021-11-19,604505
2021-11-26,602556
2021-12-03,600867
2021-12-10,598917
2021-12-17,596381
2021-12-24,595028
2021-12-31,593682
2022-01-07,593382
2022-01-14,592034
2022-01-21,590782
2022-01-28,588912
2022-02-04,587515
2022-02-11,584828
2022-02-18,582384
2022-02-25,580020
2022-03-04,577496
2022-03-11,575513
2022-03-18,571323
2022-03-25,568322
2022-04-01,564580
2022-04-08,560681
2022-04-15,555980
2022-04-22,553070
2022-04-29,549985
2022-05-06,542994
2022-05-13,537984
2022-05-20,532013
2022-05-27,526592
2022-06-03,519323
2022-06-10,511612
2022-06-17,504818
2022-06-24,497868
2022-07-01,492028
2022-07-08,485147
2022-07-15,480149
2022-07-22,474545
2022-07-29,469855
2022-08-05,464558
2022-08-12,461156
2022-08-19,453065
2022-08-26,449998
2022-09-02,442471
2022-09-09,434057
2022-09-16,427158
2022-09-23,422583
2022-09-30,416389
2022-10-07,408699
2022-10-14,405135
2022-10-21,401718
2022-10-28,399792
2022-11-04,396219
2022-11-11,392119
2022-11-18,390518
2022-11-25,389116
2022-12-02,387019
2022-12-09,382271
2022-12-16,378624
2022-12-23,375128
2022-12-30,372380
2023-01-06,371580
2023-01-13,371579
2023-01-20,371579
2023-01-27,371579
2023-02-03,371579
2023-02-10,371579
2023-02-17,371579
2023-02-24,371579
2023-03-03,371579
2023-03-10,371579
2023-03-17,371579
2023-03-24,371579
2023-03-31,371175
2023-04-07,369575
2023-04-14,367963
2023-04-21,366942
2023-04-28,364938
2023-05-05,362014
2023-05-12,359586
2023-05-19,357954
2023-05-26,355436
2023-06-02,353569
2023-06-09,351687
2023-06-16,349968
2023-06-23,348617
2023-06-30,347159
2023-07-07,346758
2023-07-14,346759
2023-07-21,346759
2023-07-28,346759
2023-08-04,347754
2023-08-11,348354
2023-08-18,348948
2023-08-25,349542
2023-09-01,350340
2023-09-08,350630
2023-09-15,351230
2023-09-22,350980
2023-09-29,351280
2023-10-06,351274
2023-10-13,351274
2023-10-20,351274
2023-10-27,351274
2023-11-03,351274
2023-11-10,351274
2023-11-17,351274
2023-11-24,351587
2023-12-01,351917
2023-12-08,351911
2023-12-15,352540
2023-12-22,353333
2023-12-29,354388
2024-01-05,354994
2024-01-12,355590
2024-01-19,356510
2024-01-26,357402
2024-02-02,358017
2024-02-09,358763
2024-02-16,359511
2024-02-23,360254
2024-03-01,360960
2024-03-08,361556
2024-03-15,362306
2024-03-22,363050
2024-03-29,363641
2024-04-05,364236
2024-04-12,364884
2024-04-19,365677
2024-04-26,366271
2024-05-03,367218
2024-05-10,367811
2024-05-17,368804
2024-05-24,369289
2024-05-31,370187
2024-06-07,370526
2024-06-14,370912
2024-06-21,372197
2024-06-28,372595
2024-07-05,373072
2024-07-12,373722
2024-07-19,374412
2024-07-26,375097
2024-08-02,375833
2024-08-09,376527
2024-08-16,377163
2024-08-23,377908
2024-08-30,379672
2024-09-06,379951
2024-09-13,380606
2024-09-20,381893
2024-09-27,382553
2024-10-04,382930
2024-10-11,383882
2024-10-18,384642
2024-10-25,385831
2024-11-01,387223
2024-11-08,387790
2024-11-15,389190
2024-11-22,390362
2024-11-29,391807
2024-12-06,392531
2024-12-13,393050
2024-12-20,393310
2024-12-27,393570
2025-01-03,393817
2025-01-10,394317
2025-01-17,394566
2025-01-24,394814
2025-01-31,395064
2025-02-07,395313
2025-02-14,395313
2025-02-21,395313
2025-02-28,395313
2025-03-07,395588
2025-03-14,395863
2025-03-21,396149
2025-03-28,396434
2025-04-04,396710
2025-04-11,397009
2025-04-18,397477
2025-04-25,398542
2025-05-02,399122
2025-05-09,399650
2025-05-16,400493
2025-05-23,401313
2025-05-30,401822
2025-06-06,402059
2025-06-13,402289
2025-06-20,402526
2025-06-27,402765
2025-07-04,403003
2025-07-11,402703
2025-07-18,402503
2025-07-25,402741
2025-08-01,402976
2025-08-08,403202
2025-08-15,403425
2025-08-22,404201
2025-08-29,404710
2025-09-05,405224
2025-09-12,405728
2025-09-19,405958
2025-09-26,406700
2025-10-03,406985
2025-10-10,407745
2025-10-17,408564
2025-10-24,409097
2025-10-31,409595
2025-11-07,410393
2025-11-14,410926
2025-11-21,411424
2025-11-28,411674
2025-12-05,411922
2025-12-12,412171
2025-12-19,412971
2025-12-26,413219
2026-01-02,413464
2026-01-09,413678
2026-01-16,414484
2026-01-23,414999
2026-01-30,415213
2026-02-06,415212
2026-02-13,415441
2026-02-20,415441
2026-02-27,415441
2026-03-06,415442
2026-03-13,415442
2026-03-20,415442
2026-03-27,415064
2026-04-03,413325
2026-04-10,409181
2026-04-17,405045
2026-04-24,397924
2026-05-01,392700
2026-05-08,384095
2026-05-15,374175
2026-05-22,365112
2026-05-29,357119
2026-06-05,349192
2026-06-12,340251
2026-06-19,331191
2026-06-26,325655
2026-07-03,319489
2026-07-10,316504
2026-07-17,311447
2026-07-24,307650
2026-07-31,304809
